section,descriçao,Tipo,valor,quartos,banheiros,metros_quadrados,vagas_carro,cidade,bairro,data de postagem
19,CASA DUPLEX EM CONDOMÍNIO EXCELENTE LOCALIZAÇÃO NO SIQUEIRA,casa,210.000,2,2,64,1,Fortaleza, Siqueira,24 de ago 12:53
20,Casa residencial em juazeiro do Norte - CE,casa,150.000,2,2,10440,1,Juazeiro do Norte, Timbaúba,24 de ago 12:40
21,Casa na serrinha,casa,110.000,4,2,,,Fortaleza, Serrinha,24 de ago 12:39
22,Casa Duplex com 4 dormitórios sendo 2 Suítes Encantada - Eusébio,casa,449.000,4,4,130,,Eusébio,,24 de ago 12:36
23,Vende-se ou troca,casa,87.000,,,,,Caucaia, Icaraí,24 de ago 12:27
24,Casa em Maracanau,casa,120.000,2,2,,,Maracanaú, Horto,24 de ago 12:26
25,Casa plana de alto padrão bem localizadas no Eusebio com super terreno,casa,550.025,3,3,137,,Eusébio,,24 de ago 12:22
26,CONDOMÍNIO FECHADO NA REGIÃO QUE MAIS CRESCE!,casa,259.900,3,3,80,,Caucaia, Icaraí,24 de ago 12:13
27,"VENDO CASA DUPLEX COM 4,5x13m NO BAIRRO JACARECANGA - FORTALEZA - CEARÁ",casa,240.000,4,3,100,1,Fortaleza, Jacarecanga,24 de ago 12:07
28,Vendo linda casa reformada com piscina,casa,699.000,5,5,340,,Sobral, Doutor Juvêncio de Andrade,24 de ago 12:06
29,Casa duplex mobiliada 240m2 - condomínio fechado,casa,699.000,4,4,394,,Itaitinga, Gereraú,24 de ago 12:06
30,Duplex Casa Taiba( Caminho da lagoa do kite Proximo ao Hotel Marola),casa,455.000,5,4,420,,Fortaleza, Damas,24 de ago 11:53
31,Casa Duplex à Venda!,casa,359.900,3,1,28,,Maracanaú, Pajuçara,24 de ago 11:46
32,Casinha de vila no castelão,casa,30.000,,,,,Fortaleza, Boa Vista-Castelão,24 de ago 11:39
33,"Casa 3 quartos com suíte à venda no Epic Residence, Eusébio - CE",casa,349.000,3,2,93,1,Eusébio,,24 de ago 11:38
34,Vende-se Excelente Casa 7 quartos na Parquelândia!!!,casa,995.000,5,2,429,,Fortaleza, Parque Araxá,24 de ago 11:38
35,Casa a venda no Jardins da Serra mobiliada com 3 Quartos,casa,980.000,3,2,210,,Maracanaú, Cágado,24 de ago 11:35
36,"VENDO CASA DUPLEX DE 77m² COM TERRENO LATERAL DE 44m², NO CONDOMÍNIO QUINTAS DO CAMPO - CA",casa,270.000,2,2,118,,Caucaia, Camurupim,24 de ago 11:34
37,"Casa no Bairro Damas com 2 quartos - 100,48 m²",casa,260.000,2,2,100,1,Fortaleza, Bom Futuro,24 de ago 11:30
38,"PLANA 263,00M², 3 QUARTOS (2 SUÍTES), DCE. 5 VGS.",casa,490.000,3,4,263,,Fortaleza, Edson Queiroz,24 de ago 11:24
39,Casa nova e moderna no Ancuri com 2 suites e 2 vagas de garagem,casa,195.007,2,2,82,,Eusébio,,24 de ago 11:23
40,Vendo,casa,50,2,2,150,1,Fortaleza, Benfica,24 de ago 11:18
41,Vendo casa no Potira Caucaia,casa,159.000,2,2,302,1,Caucaia, Parque Guadalajara (Jurema),24 de ago 11:11
42,"Casa com 3 dormitórios à venda, 101 m² por R$ 497.000,00 - Coité - Eusébio/CE",casa,497.000,3,3,101,,Eusébio,,24 de ago 11:09
43,"Casa com 3 dormitórios à venda, 122 m² por R$ 479.000,00 - Centro - Eusébio/CE",casa,479.000,3,3,122,,Eusébio,,24 de ago 11:07
44,"Casa com 3 dormitórios à venda, 118 m² por R$ 489.000,00 - Coité - Eusébio/CE",casa,489.000,3,3,118,,Eusébio,,24 de ago 11:06
45,"Casa com 3 dormitórios à venda, 110 m² por R$ 449.900,00 - Precabura - Eusébio/CE",casa,449.900,3,3,110,,Eusébio,,24 de ago 11:04
46,CASA EM PACATUBA 30.0000,casa,30.000,2,1,64,,Pacatuba, São Luiz,24 de ago 10:25
47,Casinha no castelão pra venda,casa,30.000,,,,,Fortaleza, Boa Vista-Castelão,24 de ago 10:21
48,"Casa em rua privativa no Eusébio pronta pra morar, pertinho do shopping Eusébio",casa,700.007,3,3,144,,Eusébio,,24 de ago 10:19
49,Casa plana pronta pra morar na Maraponga proximo ao Detran,casa,870.048,3,3,157,,Eusébio,,24 de ago 10:19
50,VENDE-SE ESTÁ CASA,casa,1,5,5,278,,Fortaleza, Varjota,24 de ago 09:58
1,Vende-se casa,casa,75.000,2,1,100,,Fortaleza, Canindezinho,24 de ago 09:44
2,"VENDO CASA DUPLEX DE 250m² COM TERRENO LATERAL DE 1500m², NO BAIRRO VILA VELHA - FORTALEZA",casa,580.000,4,4,250,,Fortaleza, Vila Velha,24 de ago 09:43
3,"Casa com 3 dormitórios à venda, 414 m² por R$ 3.890.000,00 - Alphaville Nova Esplanada II",casa,3.890.000,3,5,415,,Fortaleza, Centro,24 de ago 09:34
4,Dê um novo significado a sua vida morando nessa casa,casa,2.850.008,5,5,326,,Eusébio,,24 de ago 09:17
5,Duplex em condominio fechado pronto pra morar no melhor do Eusébio,casa,885.008,3,3,165,,Eusébio, Coité,24 de ago 09:17
6,COMPRE SUA CASA COM PARCELAMENTO,casa,15.000,2,1,100,,Fortaleza, Vila Peri,24 de ago 09:00
7,"Casa plana na Itaitinga 2 quartos, 2 banheiros.",casa,150.000,2,1,80,1,Itaitinga, Barrocão,24 de ago 08:59
8,Vende-se uma casa no conjunto Ceará,casa,200.000,3,2,242,,Fortaleza, Conjunto Ceará II,24 de ago 08:49
9,"Linda Casa Plana No Eusébio, RUA PRIVATIVA, 3 Quartos, 2 Suítes, Varanda, Quintal.",casa,359.000,3,2,90,,Eusébio,,24 de ago 08:48
10,"Incrível! 499Mil! Duplex No Eusébio, 3 Suítes, Fino Acabamento, Amplo Terreno.",casa,499.900,3,3,119,,Eusébio,,24 de ago 08:37
11,"460Mil! Espetacular Duplex No Eusébio, 128m2, 3 Suítes, Varanda Gourmet, Amplo Quintal.",casa,460.000,3,3,128,,Eusébio,,24 de ago 08:33
12,"450Mil! Linda Casa Plana No Eusébio, 3 Suítes, Varanda Gourmet, 3 Vagas.",casa,450.000,3,3,115,,Eusébio,,24 de ago 08:25
13,"Linda Casa Plana No Eusébio, Rua Privativa, 3 Quartos, 2 Suítes, Varanda Gourmet.",casa,359.000,3,2,93,,Eusébio,,24 de ago 08:22
14,"Casa com 3 dormitórios à venda, 100 m² por R$ 230.000,00 - Farias Brito - Fortaleza/CE",casa,230.000,3,2,100,1,Fortaleza, Farias Brito,24 de ago 08:18
15,Vendo ou troco casa,casa,130.000,3,2,,,Fortaleza, Mondubim,24 de ago 08:16
16,Casa,casa,110.000,3,1,5,,Fortaleza, Mondubim,24 de ago 08:11
17,"Casa com 4 dormitórios à venda por R$ 500.000,00 - Sapiranga - Fortaleza/CE",casa,500.000,4,5,180,,Fortaleza, Sapiranga-Coité,24 de ago 08:08
18,Casa duplex de alto padrão em rua privativa com 3 suites,casa,550.005,3,3,118,,Eusébio,,24 de ago 08:04
19,Casa duplex no José de Alencar a 2 quadras da Av. Washington Soares,casa,615.001,4,5,210,,Eusébio,,24 de ago 08:04
20,Magnifica propriedade com grandes diferenciais no Alphaville Eusébio,casa,3.890.000,4,4,390,,Eusébio,,24 de ago 08:04
21,Duplex a venda no Presidente Kennedy - Fortaleza REF: 461,casa,820.000,5,5,400,,Fortaleza, Presidente Kennedy,24 de ago 08:00
22,"Casa Duplex para Venda em Eusébio, Jacundá, 4 dormitórios, 4 suítes, 5 banheiros, 2 vagas",casa,1.990.000,4,5,242,,Aquiraz,,24 de ago 07:45
23,DUPLEX COM 3 CASAS INDIVIDUAIS,casa,110.000,3,3,144,,Fortaleza, Centro,24 de ago 07:38
24,Vendo,casa,2.500,5,5,1600,,Fortaleza, Henrique Jorge,24 de ago 07:22
25,Casa com 3 Suítes à Venda por R$ 1.500.000 - Pernambuquinho - Guaramiranga/CE,casa,1.500.000,3,3,5240,,Guaramiranga,,24 de ago 05:49
26,"Alto Padrão para Venda em Juazeiro do Norte, JARDIM GONZAGA, 4 dormitórios, 4 suítes, 5 ba",casa,2.525.008,4,5,231,,Juazeiro do Norte, Jardim Gonzaga,24 de ago 05:26
27,Casa no Eusébio,casa,710.000,4,4,174,,Eusébio, Urucunema,24 de ago 05:01
28,Casa em Pacajus,casa,45.000,2,1,,,Pacajus,,24 de ago 04:42
29,Estudo receber um Imóvel de menor valor - Praia do Cumbuco Mansão com 4 dormitórios à vend,casa,10.000.000,4,5,600,,Caucaia, Cumbuco,24 de ago 04:11
30,"Casa à venda, 4 quartos, 1 vaga, Farias Brito - Fortaleza/CE",casa,650.000,4,4,480,1,Fortaleza, Farias Brito,24 de ago 03:42
31,"Casa com 3 dormitórios à venda, 100 m² por R$ 539.000 - Coaçu - Eusébio/CE",casa,539.000,3,3,101,,Eusébio,,24 de ago 02:31
32,"Aquiraz Riviera - Bamgalo com 5 dormitórios à venda, 445 m² por R$ 9.000.000 - Riviera - A",casa,9.000.000,5,5,445,,Aquiraz,,24 de ago 02:27
33,CASA EM SITIO ALEGRE - MORRINHOS - 3 QUARTOS 1 SUITE,casa,360.000,3,2,893,,Fortaleza, Quintino Cunha,24 de ago 02:16
34,"Casa com 2 dormitórios à venda, 80 m² por R$ 210.000 - Loteamento Rio Mar - Aquiraz/CE",casa,210.000,2,1,80,,Aquiraz,,24 de ago 02:13
35,"Casa plana, 384m², excelente localização, próx. a UNIFOR, 03 qts (01 suíte), varanda, sala",casa,450.000,3,1,384,,Fortaleza, Edson Queiroz,24 de ago 01:57
36,"Casa com 4 dormitórios à venda, 151 m² por R$ 995.000,00 - Eusébio - Eusébio/CE",casa,995.000,4,4,151,,Eusébio,,24 de ago 01:46
37,"Casa com 4 dormitórios à venda, 158 m² por R$ 899.900 - Eusébio - Eusébio/CE",casa,899.900,4,5,158,,Eusébio,,24 de ago 01:46
38,"Casa com 3 dormitórios à venda, 210 m² por R$ 680.000,00 - São Bento - Fortaleza/CE",casa,680.000,3,3,210,,Fortaleza, Siqueira,24 de ago 01:46
39,"Casa com 3 dormitórios à venda, 76 m² por R$ 389.000,00 - Passaré - Fortaleza/CE",casa,389.000,3,3,76,,Fortaleza, Boa Vista-Castelão,24 de ago 01:46
40,"Casa com 3 dormitórios à venda, 192 m² por R$ 780.000 - Eusébio - Eusébio/CE",casa,780.000,3,5,192,,Eusébio,,24 de ago 01:46
41,"Casa com 4 dormitórios à venda, 143 m² por R$ 810.985 - Eusébio - Eusébio/CE",casa,810.985,4,5,143,,Eusébio,,24 de ago 01:46
42,"Casa com 7 dormitórios à venda, 600 m² por R$ 2.500.000,00 - Cumbuco - Caucaia/CE",casa,2.500.000,5,5,600,,Caucaia, Cumbuco,24 de ago 01:42
43,"Casa com 3 dormitórios à venda, 148 m² por R$ 780.000,00 - Cumbuco - Caucaia/CE",casa,780.000,3,3,148,,Caucaia, Cumbuco,24 de ago 01:42
44,"Casa em RUA ASFALTADA apenas 900 METROS da CE-065 com 02 QUARTOS | Lameirão, Maranguape-CE",casa,120.000,2,2,72,1,Maranguape, Lameirão,24 de ago 01:25
45,"Casa com 3 dormitórios à venda, 105 m² por R$ 565.000,00 - Centro - Eusébio/CE",casa,565.000,3,4,105,,Eusébio,,24 de ago 01:11
46,"Casa no bairro Coaçu no Eusébio, com 3 dormitórios à venda, 280 m² por R$ 1.050.000 - Coaç",casa,1.050.000,3,4,280,,Eusébio,,24 de ago 01:10
47,"Casa, 392,00m², Córrego do Rodrigues, Aquiraz/CE.",casa,2.100.000,4,5,39200,,Aracati,,24 de ago 00:44
48,"Casa Plana Solta - 112,83 m² - Coaçu - Eusébio/CE",casa,449.900,3,3,113,,Eusébio, Coaçu,24 de ago 00:43
49,"Casa, 392,00m², Córrego do Rodrigues, Aquiraz/CE.",casa,2.100.000,4,5,39200,,Aracati,,24 de ago 00:38
50,"Terras Alphaville Ceará 4, Lotes Residenciais, 234,52m², Cidade Alpha, Eusébio/CE",casa,1.750.000,5,4,234,,Eusébio, Cidade Alpha,24 de ago 00:37
1,"Cond. Villagio Dunas, Casa Duplex - 350m², Dunas, Fortaleza/CE",casa,2.900.000,4,5,350,,Fortaleza, De Lourdes,24 de ago 00:36
2,"Casa com 3 suítes e escritório, à venda, 180 m² por R$ 1.050.000 - Precabura - Eusébio/CE",casa,1.050.000,3,5,180,,Eusébio,,24 de ago 00:36
3,"Casa Cidade Alpha, 300M², Residencial Ceará 2, Eusébio/CE",casa,1.980.000,4,4,300,,Eusébio,,24 de ago 00:33
4,"Casa com 3 suítes e escritório, à venda, 180 m² por R$ 1.050.000 - Precabura - Eusébio/CE",casa,1.050.000,3,5,180,,Eusébio,,24 de ago 00:33
5,Casa Duplex - Cascais Dunas Village (Casa 17) - Porto das Dunas - Aquiraz/CE,casa,1.000.000,4,4,200,,Aquiraz,,24 de ago 00:32
6,"Casa Duplex - 5 suítes, 298m² - Cidade dos Funcionários - Fortaleza/CE",casa,985.000,5,5,298,,Fortaleza, Cidade dos Funcionários,24 de ago 00:31
7,Casa Cidade Alpha - 244m² - Residencial Terras 4 - Eusébio/CE,casa,1.450.000,4,4,244,,Eusébio, Cidade Alpha,24 de ago 00:31
8,"Jardins Terra Brasilis, Casa Duplex em condomínio , 143m²- Jacundá, Aquiraz/CE",casa,879.900,3,3,143,,Aquiraz,,24 de ago 00:29
9,Casa Cidade Alpha - 231m² - Residencial Terras 3 - Eusébio/CE,casa,1.550.000,4,5,231,,Eusébio,,24 de ago 00:29
10,"Condomínio Bello Village, Casa 138m², Mangabeira - Eusébio/CE",casa,550.000,3,3,139,,Eusébio,,24 de ago 00:29
11,"Casa Duplex, Casa Duplex Nascente, 422m² - Dunas, Fortaleza/CE",casa,1.790.000,5,5,422,,Fortaleza, De Lourdes,24 de ago 00:28
12,"Alphaville Fortaleza, Casa nova e moderna, 481,00m², Cararu, Eusébio/CE",casa,4.650.000,5,5,481,,Fortaleza, Sabiaguaba,24 de ago 00:28
13,"Cond. Stellarium Prime Maison, Casa Duplex, 470m², De Lourdes / Dunas, Fortaleza/CE.",casa,3.100.000,5,5,470,,Fortaleza, De Lourdes,24 de ago 00:28
14,Casa Mansão Dunas - 600m² - De Lourdes - Fortaleza - CE,casa,1.900.000,5,5,600,,Fortaleza, Praia do Futuro I,24 de ago 00:28
15,"Casa Plana, 195m², Lote 16x33 (528m²), 4 dormitórios (2 suítes), Fortaleza/CE",casa,845.000,4,3,195,,Fortaleza, Vicente Pinzon,24 de ago 00:28
16,Caremelle Vitta - Mangabeira - Eusébio/CE,casa,525.000,3,3,98,,Eusébio,,24 de ago 00:28
17,"Casa Cidade Alpha, 300M², Residencial Ceará 2, Eusébio/CE",casa,1.980.000,4,4,300,,Eusébio,,24 de ago 00:28
18,Casa Cidade Alpha - 235m² - Residencial Terras 3 - Eusébio/CE,casa,1.750.000,4,5,235,,Eusébio,,24 de ago 00:27
19,"Casa Duplex, Solta - 305m², Parque Manibura, Fortaleza/CE.",casa,650.000,5,4,305,,Fortaleza, Parque Manibura,24 de ago 00:27
20,"CarCond. Carmel Design, Casa Duplex, 225m² - José de Alencar, Fortaleza/CE.",casa,1.389.000,3,5,225,,Fortaleza, José de Alencar,24 de ago 00:27
21,The House Vizcay - Casa - 126m³ - Flecheiras - Trairi/CE,casa,964.033,3,3,126,,Trairi,,24 de ago 00:27
22,Casa - Condomínio Fechado - Quintas do Lago - Eusébio/CE,casa,2.100.000,5,5,400,,Eusébio,,24 de ago 00:27
23,"Casa Plana, 171m² - Messejana - Fortaleza/CE",casa,445.000,3,3,171,,Fortaleza, Messejana,24 de ago 00:27
24,"Casa Alto Padrão, 251m², Cidade Alpha Terras 3, Eusébio/CE",casa,1.790.000,4,5,251,,Eusébio,,24 de ago 00:27
25,Casa Cidade Alpha - 331m² - Residencial Ceará 1 - Eusébio/CE,casa,2.250.000,4,5,331,,Eusébio, Cidade Alpha,24 de ago 00:27
26,Condomínio La Vida Park - Centro - Eusébio/CE,casa,410.000,3,3,100,,Eusébio,,24 de ago 00:27
27,"Luxor Residente, Casa 280m², Condomínio Fechado, Edson Queiroz, Fortaleza/CE",casa,1.150.000,4,5,280,,Fortaleza, José de Alencar,24 de ago 00:27
28,"Ocean Garden Cumbuco, Casas Duplex, 166,08m², Cumbuco/CE",casa,1.154.262,3,3,106,,Caucaia, Cumbuco,24 de ago 00:26
29,Casa Alphaville Fortaleza - Porteira Fechada,casa,3.850.000,4,5,420,,Eusébio,,24 de ago 00:26
30,"Casa Plana Alto Padrão 170m², Cidade Alpha Terras 3 - Eusébio/CE",casa,1.290.000,3,4,170,,Eusébio,,24 de ago 00:26
31,"Alphaville Fortaleza, Casa 470,00m2, Alphaville Fortaleza, Eusébio/CE",casa,5.200.000,5,5,470,,Aquiraz,,24 de ago 00:26
32,"Casa Duplex, 350,00m², Edson Queiroz, Fortaleza/CE",casa,450.000,5,5,350,,Fortaleza, Edson Queiroz,24 de ago 00:26
33,Casa Alto Padrão - 4 suítes - 335m² - Cidade Alpha Ceara 3 - Eusébio/CE,casa,2.250.000,4,5,335,,Eusébio, Cidade Alpha,24 de ago 00:26
34,"Casa Duplex Solta - 92,88 m² - Coaçu - Eusébio/CE",casa,419.900,3,3,93,,Eusébio,,24 de ago 00:26
35,"Terras Alphaville Ceará 4, Lotes Residenciais, 234,52m², Cidade Alpha, Eusébio/CE",casa,1.750.000,5,4,234,,Eusébio, Cidade Alpha,24 de ago 00:26
36,Casa plana solta - 120 m² - Tamatanduba - Eusébio/CE,casa,590.000,3,3,120,,Eusébio,,24 de ago 00:26
37,"Cond. Summerville Cumbuco - Casa Duplex com 6 suítes no Cumbuco, Caucaia /CE",casa,1.650.000,5,5,240,,Caucaia, Cumbuco,24 de ago 00:25
38,"Alphaville Fortaleza, Casa, 500m², Alphaville, Eusébio/CE",casa,3.500.000,4,5,500,,Eusébio,,24 de ago 00:25
39,"Condomínio Alphaville Fortaleza, Casa, área total 540,43m², área construída 436,00m², Cara",casa,4.200.000,4,5,436,,Eusébio,,24 de ago 00:25
40,"Condomínio Eco Park, Casa, 105m2, Centro, Eusébio/CE",casa,584.000,3,4,105,,Eusébio,,24 de ago 00:25
41,"Casa Cidade Alpha - 281,03m² - Residencial Ceará 3 - Eusébio/CE",casa,2.100.000,5,5,281,,Eusébio, Cidade Alpha,24 de ago 00:25
42,"Casa Cidade Alpha, 415m², Residencial Ceará 2, Eusébio/CE",casa,2.900.000,4,4,415,,Eusébio, Cidade Alpha,24 de ago 00:25
43,Casa Cidade Alpha - 400m² - 5 suítes - Residencial Ceará 2 - Eusébio/CE,casa,2.990.000,5,5,400,,Eusébio, Cidade Alpha,24 de ago 00:25
44,Casa Belissima no Conjunto Ceará,casa,350.000,3,2,280,,Fortaleza, Conjunto Ceará II,23 de ago 23:57
45,"Bangalô com 4 dormitórios à venda, 133 m² por R$ 1.550.000,00 - Flecheiras - Trairi/CE",casa,1.550.000,4,5,133,,Trairi,,23 de ago 23:57
46,Casa com 3 quartos no Eusébio,casa,359.000,3,2,90,,Eusébio,,23 de ago 23:54
47,Casa com 3 quartos no Eusébio,casa,419.900,3,2,106,,Eusébio,,23 de ago 23:28
48,Casa com 3 quatos no Eusébio,casa,399.000,3,3,107,,Eusébio,,23 de ago 23:22
49,"SI: Duplex com 3 suítes em condomínio fechado com piscina, no Centro do Eusébio",casa,584.000,3,5,105,,Eusébio,,23 de ago 23:21
50,"Casa 4 quartos com suíte à venda no Creta Residence, Eusébio - CE",casa,655.000,4,5,149,,Eusébio, Coité,23 de ago 23:20
1,"Casa 4 quartos com suíte à venda no Van Gogh, Eusébio - CE",casa,810.000,4,4,154,,Eusébio, Coité,23 de ago 23:17
2,"Casa 3 quartos com suíte à venda no Bossa Nova, Eusébio - CE",casa,634.097,3,3,118,,Eusébio, Timbu,23 de ago 23:10
3,"Casa 4 quartos com suíte à venda no Villa Capri, Eusébio - CE",casa,649.000,3,4,140,,Eusébio, Urucunema,23 de ago 23:08
4,"Casa 4 quartos com suíte à venda no Brisas Residence, Eusébio - CE",casa,650.000,4,4,141,,Eusébio, Amador,23 de ago 23:08
5,"Casa 3 quartos com suíte à venda no Vanguard Houses, Eusébio - CE",casa,530.000,3,3,104,,Eusébio, Amador,23 de ago 23:08
6,"Casa com 5 quartos sendo 4 suites à venda, 248 m² por R$ 1.250.000 - Cumbuco - Caucaia/CE",casa,1.250.000,5,5,248,,Caucaia, Cumbuco,23 de ago 22:37
7,"Casa com 3 dormitórios à venda, 188 m² por R$ 879.000,00 - Cidade dos Funcionários - Forta",casa,879.000,3,3,188,,Fortaleza, Cidade dos Funcionários,23 de ago 22:33
8,Casa plana nova super espaçosa com 3 suites prox ao shopping Terrazo,casa,430.034,3,3,140,,Eusébio,,23 de ago 22:29
9,"Casas em condomínio fechado, 3 suítes frente ao shopping",casa,753.000,3,4,137,,Eusébio,,23 de ago 22:29
10,"Casa com 3 dormitórios à venda, 130 m² por R$ 450.000,00 - Edson Queiroz - Fortaleza/CE",casa,450.000,3,1,130,,Fortaleza, Edson Queiroz,23 de ago 22:23
11,"Casa com 3 dormitórios à venda, 200 m² por R$ 389.000,00 - Centro - Pindoretama/CE",casa,389.000,3,4,200,,Pindoretama,,23 de ago 22:21
12,"Casa com ponto comercial à venda, 142 m² por R$ 200.000 - Cágado - Maracanaú/CE",casa,200.000,2,2,142,,Maracanaú, Cágado,23 de ago 22:19
13,"Casa com 3 dormitórios à venda, 133 m² Amora Residence por R$ 600.000 - Eusébio - Eusébio/",casa,600.000,3,4,133,,Eusébio,,23 de ago 22:19
14,Casa duplex com 04 suítes à venda em Eusébio | Condomínio Jardins do Lago.,casa,1.400.000,4,4,236,,Eusébio,,23 de ago 22:08
15,Casa plana com 03 suítes à venda na Cidade Alpha | Terras Alphaville Ceará 4,casa,1.080.000,3,3,142,,Eusébio, Cidade Alpha,23 de ago 22:01
16,Casas com Acabamento de primeira no Eusébio,casa,389.000,3,2,90,,Eusébio,,23 de ago 21:55
17,Casa com exclusivo espaço de convivência para moradores da rua privativa,casa,760.029,4,4,144,,Eusébio,,23 de ago 21:55
18,Belíssima casa no Condomínio Grand Reserva no Eusébio,casa,950.095,3,3,132,,Eusébio,,23 de ago 21:55
19,Casa duplex com fino acabamento 3 suites prox ao Shopping Terrazo,casa,695.000,3,3,134,,Eusébio,,23 de ago 21:55
20,Casa excelente no Terras Alphaville com hidromassagem,casa,1.690.196,4,4,227,,Eusébio,,23 de ago 21:55
21,"Casa com energia solar, poço profundo e automação na Cidade Alpha Ceará",casa,2.900.029,4,4,363,,Eusébio,,23 de ago 21:55
22,Casa 100% mobiliada em condomínio à venda no Eusébio,casa,1.260.012,4,4,280,,Eusébio,,23 de ago 21:55
23,Casa com 3 Suítes à venda por R$ 1.890.000 - Quintas Do Lago,casa,1.890.000,4,4,280,,Eusébio,,23 de ago 21:48
24,"Casa com 3 dormitórios à venda, 700 m² por R$ 1.700.000 - Messejana - Fortaleza/Ceará",casa,1.700.000,3,3,700,,Fortaleza, Messejana,23 de ago 21:43
25,"Casa com 2 dormitórios à venda, 380 m² por R$ 300.000,00 - Precabura - Eusébio/CE",casa,300.000,2,1,380,,Eusébio,,23 de ago 21:43
26,"Casa com 7 dormitórios à venda, 16171 m² por R$ 4.800.000,00 - Lagoa Uruaú - Beberibe/CE",casa,4.800.000,5,5,16171,,Beberibe,,23 de ago 21:42
27,"Casa Plana com Varanda e Cozinha Americana - 2 Quartos e 2 Vagas, Pronta para Morar!",casa,200.000,2,2,60,,Fortaleza, Siqueira,23 de ago 21:41
28,Casa nova a venda em Cascavel ceará,casa,105.000,2,2,120,,Cascavel,,23 de ago 21:37
29,Prédio a venda na av Senador fernandes Távora,casa,750.000,4,4,,,Fortaleza, Henrique Jorge,23 de ago 21:21
30,"Casa com 3 dormitórios à venda, 134 m² por R$ 695.000 - São Bento - Fortaleza/CE",casa,695.000,3,4,134,,Fortaleza, Messejana,23 de ago 21:14
31,Casa para venda em Caucaia,casa,40.000,,,,,Caucaia, Tabapuá Brasília,23 de ago 21:12
32,Terreno no bairro da Jandaiguaba,casa,75.000,,,,,Caucaia, Capuan,23 de ago 21:11
33,VENDE-SE ESSA CASA,casa,35.000,2,1,,,Fortaleza, Jangurussu,23 de ago 20:55
34,Oportunidade De Sair do Aluguel!!! Repasso Casa de Alameda no Moradas Parque,casa,45.000,2,1,,,Pacatuba, Senador Carlos Jereissati,23 de ago 20:53
35,"Casa com 4 dormitórios à venda por R$ 800.000,00 - Cambeba - Fortaleza/CE",casa,800.000,4,4,230,,Fortaleza, Cambeba,23 de ago 20:51
36,"Casa Duplex, 3 Vagas, Quintal, Próximo à Av. Airton Senna",casa,199.900,2,4,250,,Caucaia, Arianópolis (Jurema),23 de ago 20:36
37,Casa nova e moderna com excelente padrão de acabamento no São Bento,casa,400.039,3,3,105,,Eusébio,,23 de ago 20:27
38,Linda casa plana nova com 3 quartos no Ancuri,casa,250.014,3,2,94,,Eusébio,,23 de ago 20:27
39,"Casa em construção na Cidade Alpha Ceará, 4 suítes + gabinete + DCE, p",casa,1.650.165,4,5,234,,Eusébio,,23 de ago 20:27
40,Casa frente bosque e lago no Azur Condominio Lago no Centro do Eusébio,casa,4.700.170,4,4,334,,Eusébio,,23 de ago 20:27
41,"Casa com churrasqueira, chuveirão e 2 suites no Ancuri",casa,199.986,2,2,82,,Eusébio,,23 de ago 20:27
42,EXCELENTE CASA + PONTO COMERCIAL NA CIDADE DOS FUNCIONÁRIOS,casa,370.000,4,3,150,,Fortaleza, Parque Manibura,23 de ago 20:16
43,"Vendo: 2 casas em Maranguape, se caso se interessar apenas por uma negociarmos também",casa,0,2,1,110,1,Maranguape, Novo Maranguape I,23 de ago 20:01
44,Imóvel para venda com 223 metros quadrados com 3 quartos em Luzardo Viana - Maracanaú - CE,casa,1.200.000,3,3,223,,Maracanaú, Luzardo Viana,23 de ago 19:49
45,Duplex em condomínio com 3 suítes as margens da CE040,casa,600.066,3,3,130,,Eusébio,,23 de ago 19:46
46,Casa a venda,casa,50.000,,,,,Fortaleza, Vila Velha,23 de ago 19:26
47,Casa com piscina no Eusébio,casa,290.000,3,2,150,,Eusébio, Coité,23 de ago 19:24
48,Imóvel para venda com 106 metros quadrados com 3 quartos em São João do Tauape - Fortaleza,casa,400.000,3,2,106,,Fortaleza, Tauape,23 de ago 19:21
49,"Vendo Duplex na Paupina R$155.000,00",casa,155.000,4,3,,,Fortaleza, São Bento,23 de ago 19:10
50,Casa com 3 quartos em rua privativa no Eusébio,casa,359.000,3,2,93,,Eusébio,,23 de ago 19:10
1,Casa Plana Em Rua Privativa- (Lagoa Dos Pássaros Pires Façanha ),casa,380.000,3,2,198,,Eusébio,,23 de ago 19:09
2,Casa Excelente localização ?,casa,145.000,3,2,200,,Juazeiro do Norte, Centro,23 de ago 19:06
3,"Casa com moveis projetados, energia solar e poço na Cidade Alpha",casa,2.800.000,4,4,335,,Eusébio,,23 de ago 19:03
4,Quer morar bem pertinho de tudo?,casa,750.075,4,4,165,,Fortaleza, Cajazeiras,23 de ago 18:55
5,Casa de condomínio em Rua Rafael Tobias - José de Alencar - Fortaleza/CE,casa,579.560,4,5,166,,Fortaleza, José de Alencar,23 de ago 18:44
6,Imóvel para venda com 60 metros quadrados com 2 quartos em Prefeito José Walter - Fortalez,casa,250.000,2,2,60,,Fortaleza, Prefeito José Walter,23 de ago 18:41
7,Casa de condominio a venda com 140 m com 3 quartos em Condominio jardins da serra - Maraca,casa,500.000,3,5,160,,Maracanaú, Luzardo Viana,23 de ago 18:40
8,Imóvel à venda - possui 90 metros quadrados com 3 quartos em Campo Alegre - Juazeiro do No,casa,177.000,3,2,90,,Juazeiro do Norte, Campo Alegre,23 de ago 18:39
